Address,Number_of_Bedrooms,ZipCode,PhoneNumber,Rent,Number_of_Active_Listing,ContactInfo,Email,Info_of_Days_Vacant
"1844-46 Callowhill St # 1F, Phila, PA, 19130",2,19130,(215) 545-7007,1595,1,Property Management Group DBA PMG Realty  (215) 545-7007,todor.dev000@gmail.com,57 days ago
"2832 Cambridge St, Philadelphia, PA, 19130",2,19130,(610) 658-2259,1595,1,(610) 658-2259,todor.dev000@gmail.com,16 days ago
"1531 Spruce St, Philadelphia, PA, 19102",5,19102,(215) 495-0070,12485,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,30 days ago
"2012-30 W Girard Ave # 6B, Philadelphia, PA, 19130",2,19130,(215) 735-7368,1595,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,155 days ago
"1902 W Girard Ave # 2F, Philadelphia, PA, 19130",2,19130,(215) 495-0070,1575,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,10 hours ago
"570 N 23rd Street 9-b # 7092904, Philadelphia, PA, 19130",2,19130,(267) 244-7215,1595,1,BMG Philadelphia  (267) 244-7215,todor.dev000@gmail.com,12 days ago
"2038 Spring Garden St # 5, Philadelphia, PA, 19130",2,19130,(215) 235-5015,1550,1,Allegiance Real Estate LLC  (215) 235-5015,todor.dev000@gmail.com,1 day ago
"2518 Poplar St, Philadelphia, PA, 19130",2,19130,(904) 878-1464,1575,1,TRINTALS  (904) 878-1464,todor.dev000@gmail.com,20 hours ago
"2809 W Girard Ave # 2, Philadelphia, PA, 19130",1,19130,(215) 607-3535,1550,1,Remax @ Home  (215) 607-3535,todor.dev000@gmail.com,61 days ago
"1907 Green St # 4, Philadelphia, PA, 19130",1,19130,,1550,1,,todor.dev000@gmail.com,51 days ago
"1922 Fairmount Ave # 1F, Philadelphia, PA, 19130",2,19130,(215) 688-6783,1550,1,(215) 688-6783,todor.dev000@gmail.com,184 days ago
"N Woodstock St, Philadelphia, PA, 19130",1,19130,(610) 202-1905,1550,1,(610) 202-1905,todor.dev000@gmail.com,25 days ago
"1712 Wallace St APT 101, Philadelphia, PA, 19130",1,19130,,1525,1,,todor.dev000@gmail.com,151 days ago
"2315 Parrish St # 3, Philadelphia, PA, 19130",2,19130,(215) 806-7176,1550,1,SPACE AND COMPANY  (215) 806-7176,todor.dev000@gmail.com,75 days ago
"2518 Poplar St # 1, Philadelphia, PA, 19130",2,19130,(609) 233-8888,1525,1,(609) 233-8888,todor.dev000@gmail.com,1 day ago
"Green St, Philadelphia, PA, 19130",0,19130,,1500,1,,todor.dev000@gmail.com,45 days ago
"1424 Fairmount Ave # V1SFCD42A, Philadelphia, PA, 19130",1,19130,(484) 309-5372,1475,1,The HOW Group  (484) 309-5372,todor.dev000@gmail.com,66 days ago
"1511 Brown St UNIT 2, Philadelphia, PA, 19130",1,19130,(267) 242-4825,1450,1,JG Real Estate  (267) 242-4825,todor.dev000@gmail.com,12 days ago
"2103 Spring Garden St APT 1F, Philadelphia, PA, 19130",1,19130,(215) 870-7768,1450,1,"Loonstyn Properties, Inc.  (215) 870-7768",todor.dev000@gmail.com,1 day ago
"1711 Fairmount Ave # 4, Philadelphia, PA, 19130",1,19130,(215) 644-9130,1475,1,(215) 644-9130,todor.dev000@gmail.com,51 days ago
"2103 Spring Garden St APT 1R, Philadelphia, PA, 19130",1,19130,(215) 870-7768,1450,1,"Loonstyn Properties, Inc.  (215) 870-7768",todor.dev000@gmail.com,7 days ago
"554 N 16th St # 2, Philadelphia, PA, 19130",1,19130,(215) 383-1439,1450,1,TCS Management LLC  (215) 383-1439,todor.dev000@gmail.com,75 days ago
"2213 Green St APT A5, Philadelphia, PA, 19130",1,19130,,1450,1,,todor.dev000@gmail.com,78 days ago
"1802 Callowhill St # 2, Philadelphia, PA, 19130",1,19130,(215) 235-5015,1400,1,Allegiance Real Estate LLC  (215) 235-5015,todor.dev000@gmail.com,34 days ago
"2601 Pennsylvania Ave, Philadelphia, PA, 19130",1,19130,(215) 407-0753,1400,1,(215) 407-0753,todor.dev000@gmail.com,33 days ago
"865 Corinthian Ave, Philadelphia, PA, 19130",1,19130,,1400,1,,todor.dev000@gmail.com,15 days ago
"2211 Wallace St, Philadelphia, PA, 19130",1,19130,,1400,1,,todor.dev000@gmail.com,7 days ago
"870 N 26th St # 1, Philadelphia, PA, 19130",1,19130,(215) 467-4100,1395,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,35 days ago
"2816 Poplar St APT 2, Philadelphia, PA, 19130",1,19130,(267) 713-9616,1375,1,Keller Williams Philly  (267) 713-9616,todor.dev000@gmail.com,25 days ago
"1414 S Penn Sq # 31CDE, Philadelphia, PA, 19102",3,19102,(215) 893-6100,10750,1,Bryant & Wilde Realty LLC  (215) 893-6100,todor.dev000@gmail.com,4 hours ago
"1403 Spruce St, Philadelphia, PA, 19102",2,19102,(267) 689-8262,5755,1,(267) 689-8262,todor.dev000@gmail.com,82 days ago
"260 S 16th St # FULLY, Philadelphia, PA, 19102",1,19102,(215) 740-0452,4000,1,(215) 740-0452,todor.dev000@gmail.com,75 days ago
"1531 Pine St # B, Philadelphia, PA, 19102",3,19102,(610) 828-2700,4000,1,Long & Foster-Lafayette Hill  (610) 828-2700,todor.dev000@gmail.com,12 days ago
"1510 Locust St, Philadelphia, PA, 19102",1,19102,(516) 880-5445,3450,1,(516) 880-5445,todor.dev000@gmail.com,89 days ago
"Locust St, Philadelphia, PA, 19102",1,19102,,2950,1,,todor.dev000@gmail.com,13 days ago
"1523 Cherry St, Philadelphia, PA, 19102",4,19102,(215) 779-8196,3000,1,(215) 779-8196,todor.dev000@gmail.com,106 days ago
"1425 Walnut St # 402, Philadelphia, PA, 19102",1,19102,(609) 658-7624,2600,1,(609) 658-7624,todor.dev000@gmail.com,28 days ago
"1510 Chestnut St APT 801, Philadelphia, PA, 19102",2,19102,(215) 756-6651,2500,1,DF Management Philadelphia LLC.  (215) 756-6651,todor.dev000@gmail.com,47 days ago
"1425 Locust St UNIT 7E, Philadelphia, PA, 19102",1,19102,(215) 692-6636,2000,1,The Condo Shop  (215) 692-6636,todor.dev000@gmail.com,6 days ago
"1528 Pine St, Philadelphia, PA, 19102",1,19102,,2100,1,,todor.dev000@gmail.com,28 days ago
"1534 Pine St # 3F0, Philadelphia, PA, 19102",1,19102,(856) 952-0275,1895,1,Maxwell Realty Co Inc.  (856) 952-0275,todor.dev000@gmail.com,9 days ago
"1500 Chestnut St APT 13C, Philadelphia, PA, 19102",1,19102,(215) 266-9895,1850,1,Coldwell Banker Preferred-Old City  (215) 266-9895,todor.dev000@gmail.com,73 days ago
"1420 Locust St, Philadelphia, PA, 19102",1,19102,(267) 972-4455,1850,1,(267) 972-4455,todor.dev000@gmail.com,5 days ago
"Pine St, Philadelphia, PA, 19102",1,19102,(215) 834-2775,1795,1,(215) 834-2775,todor.dev000@gmail.com,29 days ago
"1500 Chestnut St, Philadelphia, PA, 19102",1,19102,,1850,1,,todor.dev000@gmail.com,3 hours ago
"1514 Pine St APT 3F, Philadelphia, PA, 19102",1,19102,(215) 545-7007,1750,1,Property Management Group DBA PMG Realty  (215) 545-7007,todor.dev000@gmail.com,2 days ago
"1533 Chestnut St # 1, Philadelphia, PA, 19102",1,19102,(856) 278-1003,1700,1,Mira Properties  (856) 278-1003,todor.dev000@gmail.com,64 days ago
"1510 Pine St APT 1R, Philadelphia, PA, 19102",1,19102,(215) 834-2775,1695,1,(215) 834-2775,todor.dev000@gmail.com,9 days ago
"345 S Hicks St # 3RD, Philadelphia, PA, 19102",1,19102,(215) 668-6868,1500,1,RS Rentals  (215) 668-6868,todor.dev000@gmail.com,29 days ago
"1429 Spruce St APT 2R, Philadelphia, PA, 19102",1,19102,(215) 703-2889,1399,1,Centra Associates  (215) 703-2889,todor.dev000@gmail.com,6 days ago
"326 S 15th St, Philadelphia, PA, 19102",1,19102,,1395,1,,todor.dev000@gmail.com,18 days ago
"1521 Spruce St APT 302, Philadelphia, PA, 19102",0,19102,(732) 890-8987,1025,1,Arqeo LLC  (732) 890-8987,todor.dev000@gmail.com,13 days ago
"2218 E Hazzard St, Philadelphia, PA, 19125",4,19125,(215) 917-7763,4150,1,(215) 917-7763,todor.dev000@gmail.com,359 days ago
"1360 Crease St, Philadelphia, PA, 19125",4,19125,,3850,1,,todor.dev000@gmail.com,9 days ago
"1455 E Columbia Ave, Philadelphia, PA, 19125",3,19125,(267) 689-8262,3200,1,(267) 689-8262,todor.dev000@gmail.com,75 days ago
"111 S 15th St APT 1902, Philadelphia, PA, 19102",2,19102,(267) 230-9710,2200,1,capital realty services.llc  (267) 230-9710,todor.dev000@gmail.com,55 days ago
"Spruce St, Philadelphia, PA, 19102",1,19102,(215) 600-3443,1750,1,(215) 600-3443,todor.dev000@gmail.com,22 days ago
"1619 Green Street 1r 1619 Green St # 7089937, Phila, PA, 19130",1,19130,(215) 763-6300,1395,1,Property Management Group DBA PMG Realty  (215) 763-6300,todor.dev000@gmail.com,19 days ago
"2218-20 20 Emerald Street # 2nd FL 3RD, Philadelphia, PA, 19125",4,19125,(215) 327-5521,3000,1,Compass  (215) 327-5521,todor.dev000@gmail.com,33 days ago
"14XX E Columbia Ave, Philadelphia, PA, 19125",3,19125,(215) 635-1121,2990,1,(215) 635-1121,todor.dev000@gmail.com,69 days ago
"2328 Collins St, Philadelphia, PA, 19125",3,19125,(856) 316-9196,2800,1,RE/MAX Hometown  (856) 316-9196,todor.dev000@gmail.com,34 days ago
"632 E Flora St, Philadelphia, PA, 19125",3,19125,(267) 987-4443,2750,1,The Somers Team at RE/MAX Access  (267) 987-4443,todor.dev000@gmail.com,166 days ago
"2528 Amber St, Philadelphia, PA, 19125",3,19125,,2650,1,,todor.dev000@gmail.com,17 days ago
"1858 Frankford Ave # B, Philadelphia, PA, 19125",3,19125,(215) 467-4100,2695,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,33 days ago
"1429 E Oxford St, Philadelphia, PA, 19125",4,19125,(866) 327-7673,2600,1,Prosperity Real Estate & Inves  (866) 327-7673,todor.dev000@gmail.com,6 days ago
"1432 E Palmer St, Philadelphia, PA, 19125",4,19125,(267) 974-1450,2600,1,Coldwell Banker Preferred  (267) 974-1450,todor.dev000@gmail.com,27 days ago
"1223 E Oxford St, Philadelphia, PA, 19125",4,19125,(215) 354-0404,2550,1,Onyx Management Group  (215) 354-0404,todor.dev000@gmail.com,40 days ago
"2304 E Dakota St, Philadelphia, PA, 19125",3,19125,(267) 939-9895,2500,1,Vue RE Group  (267) 939-9895,todor.dev000@gmail.com,69 days ago
"2302 E Dakota St, Philadelphia, PA, 19125",3,19125,(215) 900-3607,2500,1,VUE Real Estate Group  (215) 900-3607,todor.dev000@gmail.com,70 days ago
"2308 E Dakota St, Philadelphia, PA, 19125",3,19125,(215) 900-3607,2500,1,VUE Real Estate Group  (215) 900-3607,todor.dev000@gmail.com,65 days ago
"112 Richmond St, Philadelphia, PA, 19125",3,19125,(267) 244-7215,2500,1,BMG Philadelphia  (267) 244-7215,todor.dev000@gmail.com,11 days ago
"248 E Girard Ave, Philadelphia, PA, 19125",3,19125,(215) 914-0700,2500,1,Real Estate Management Advisors LLC  (215) 914-0700,todor.dev000@gmail.com,42 days ago
"2014 Trenton Ave, PHILADELPHIA, PA, 19125",4,19125,(215) 354-0404,2500,1,Onyx Management Group  (215) 354-0404,todor.dev000@gmail.com,2 days ago
"1533 Chestnut St # 4, Philadelphia, PA, 19102",2,19102,(856) 278-1003,2800,1,Mira Properties  (856) 278-1003,todor.dev000@gmail.com,8 days ago
"330 S 15th St # 3R, Philadelphia, PA, 19102",1,19102,(267) 246-5474,1600,1,VUE real estate group  (267) 246-5474,todor.dev000@gmail.com,13 days ago
"1507 Green St APT 1R, Philadelphia, PA, 19130",1,19130,(215) 387-1002,1400,1,"New Age Realty Group, Inc.  (215) 387-1002",todor.dev000@gmail.com,12 days ago
"1142 Frankford Ave APT 4, Philadelphia, PA, 19125",2,19125,(215) 467-4100,2495,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,83 days ago
"333 N 15th St, PHILADELPHIA, PA, 19102",1,19102,(215) 620-0099,1350,1,Maxwell Realty  (215) 620-0099,todor.dev000@gmail.com,6 days ago
"524 E Girard Ave # 5, Philadelphia, PA, 19125",3,19125,(215) 519-1639,2450,1,(215) 519-1639,todor.dev000@gmail.com,35 days ago
"536 E Girard Ave, Philadelphia, PA, 19125",3,19125,(267) 689-8262,2450,1,(267) 689-8262,todor.dev000@gmail.com,113 days ago
"2357 E Susquehanna Ave, Philadelphia, PA, 19125",3,19125,(215) 735-7368,2450,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,2 days ago
"958 Shackamaxon St # G, Philadelphia, PA, 19125",1,19125,(267) 884-5045,2400,1,1995  (267) 884-5045,todor.dev000@gmail.com,25 days ago
"2015 E Hazzard St, Philadelphia, PA, 19125",3,19125,,2350,1,,todor.dev000@gmail.com,57 days ago
"2507 E Albert St, Philadelphia, PA, 19125",3,19125,(215) 467-4100,2395,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,56 days ago
"2532 Collins St, Philadelphia, PA, 19125",4,19125,(215) 467-4100,2350,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,2 days ago
"1318 Crease St, Philadelphia, PA, 19125",3,19125,(215) 387-1002,2400,1,"New Age Realty Group, Inc.  (215) 387-1002",todor.dev000@gmail.com,1 day ago
"1405 Frankford Ave UNIT 301, Philadelphia, PA, 19125",2,19125,(267) 244-7215,2300,1,BMG Philadelphia  (267) 244-7215,todor.dev000@gmail.com,6 days ago
"2128 E Tucker St, Philadelphia, PA, 19125",3,19125,,2300,1,,todor.dev000@gmail.com,39 days ago
"2660 Collins St, Philadelphia, PA, 19125",3,19125,(215) 790-5501,2350,1,Marc Hammarberg Group  (215) 790-5501,todor.dev000@gmail.com,47 days ago
"2084 E Letterly St, Philadelphia, PA, 19125",3,19125,(215) 467-4100,2250,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,2 days ago
"E Norris St, Philadelphia, PA, 19125",3,19125,,2200,1,,todor.dev000@gmail.com,28 days ago
"2318 E Harold St, Philadelphia, PA, 19125",3,19125,(215) 357-2020,2200,1,20/20 Real Estate  (215) 357-2020,todor.dev000@gmail.com,61 days ago
"1539 E Palmer St, Philadelphia, PA, 19125",2,19125,(267) 974-1450,2200,1,Coldwell Banker Preferred  (267) 974-1450,todor.dev000@gmail.com,102 days ago
"2425 E York St, Philadelphia, PA, 19125",3,19125,,2250,1,,todor.dev000@gmail.com,9 days ago
"422 Sepviva St, Philadelphia, PA, 19125",2,19125,,2200,1,,todor.dev000@gmail.com,9 days ago
"1114 Earl St, Philadelphia, PA, 19125",3,19125,(610) 500-0583,2150,1,(610) 500-0583,todor.dev000@gmail.com,12 days ago
"2620 Memphis St, Philadelphia, PA, 19125",3,19125,(513) 316-4619,2195,1,(513) 316-4619,todor.dev000@gmail.com,13 days ago
"2077 E Hagert St, Philadelphia, PA, 19125",3,19125,(215) 778-8444,2100,1,Keller Williams Philadelphia  (215) 778-8444,todor.dev000@gmail.com,7 days ago
"1138 Shackamaxon St, Philadelphia, PA, 19125",2,19125,(215) 467-4100,2150,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,1 day ago
"2530 Webb St, Philadelphia, PA, 19125",3,19125,(610) 520-0100,2100,1,Keller Williams Main Line Realty  (610) 520-0100,todor.dev000@gmail.com,13 days ago
"1722 Green St APT B, Philadelphia, PA, 19130",1,19130,(215) 235-5015,1350,1,Allegiance Real Estate LLC  (215) 235-5015,todor.dev000@gmail.com,28 days ago
"540 N 19th St APT 1, Philadelphia, PA, 19130",1,19130,(215) 391-5172,1350,1,Philly PMG  (215) 391-5172,todor.dev000@gmail.com,21 days ago
"1640 Parrish St # 1, Philadelphia, PA, 19130",1,19130,(215) 235-5015,1350,1,Allegiance Real Estate LLC  (215) 235-5015,todor.dev000@gmail.com,33 days ago
"846 N 25th St # 2, Philadelphia, PA, 19130",1,19130,(267) 454-6934,1350,1,Earl Properties LLC  (267) 454-6934,todor.dev000@gmail.com,51 days ago
"2200 Fairmount Ave APT 2R, Philadelphia, PA, 19130",1,19130,(215) 545-7007,1325,1,Property Management Group DBA PMG Realty  (215) 545-7007,todor.dev000@gmail.com,5 days ago
"711 Corinthian Ave # 1F, Philadelphia, PA, 19130",1,19130,(215) 495-0070,1300,1,The Philly Apartment Company  (215) 495-0070,todor.dev000@gmail.com,20 days ago
"2021 Spring Garden St APT 2R, Philadelphia, PA, 19130",1,19130,(484) 886-6337,1300,1,Elfant Wissahickon Realtors  (484) 886-6337,todor.dev000@gmail.com,45 days ago
"2629 Brown St APT 300, Philadelphia, PA, 19130",1,19130,,1350,1,,todor.dev000@gmail.com,8 hours ago
"1926 Spring Garden St # 3, Phila, PA, 19130",1,19130,(215) 545-7007,1295,1,Property Management Group DBA PMG Realty  (215) 545-7007,todor.dev000@gmail.com,5 days ago
"Spring Garden St, Philadelphia, PA, 19130",1,19130,(732) 688-5154,1295,1,William Penn Realty Group  (732) 688-5154,todor.dev000@gmail.com,6 hours ago
"1925 Spring Garden 1925 3r # 6076573, Philadelphia, PA, 19130",1,19130,(609) 678-7740,1275,1,Skyway LLC  (609) 678-7740,todor.dev000@gmail.com,198 days ago
"1732 Green St APT 2F, Philadelphia, PA, 19130",1,19130,(215) 681-0689,1275,1,(215) 681-0689,todor.dev000@gmail.com,11 hours ago
"1609 Mount Vernon St, Philadelphia, PA, 19130",1,19130,(215) 600-3443,1250,1,(215) 600-3443,todor.dev000@gmail.com,8 days ago
"528 N 19th St # 1, Philadelphia, PA, 19130",1,19130,(215) 545-5414,1250,1,"Volpe Real Estate, Inc.  (215) 545-5414",todor.dev000@gmail.com,246 days ago
"2636 Poplar St # 1, Philadelphia, PA, 19130",1,19130,(215) 545-5414,1250,1,"Volpe Real Estate, Inc.  (215) 545-5414",todor.dev000@gmail.com,15 days ago
"1941 Poplar St # 1, Philadelphia, PA, 19130",1,19130,(215) 387-1002,1250,1,"New Age Realty Group, Inc.  (215) 387-1002",todor.dev000@gmail.com,10 hours ago
"1519 Green St APT 2R, Philadelphia, PA, 19130",1,19130,(215) 387-1002,1275,1,"New Age Realty Group, Inc.  (215) 387-1002",todor.dev000@gmail.com,10 hours ago
"1524 W Girard Ave # 2G, Philadelphia, PA, 19130",1,19130,(267) 290-7220,1250,1,(267) 290-7220,todor.dev000@gmail.com,86 days ago
"801 N 26th St, Philadelphia, PA, 19130",1,19130,,1350,1,,todor.dev000@gmail.com,42 days ago
"1616 Fairmount Ave APT B, Philadelphia, PA, 19130",0,19130,(610) 420-9748,1200,1,(610) 420-9748,todor.dev000@gmail.com,12 days ago
"2041 E Hazzard St, Philadelphia, PA, 19125",3,19125,(267) 244-7215,2100,1,BMG Philadelphia  (267) 244-7215,todor.dev000@gmail.com,65 days ago
"2141 E Firth St UNIT 1, Philadelphia, PA, 19125",3,19125,(267) 987-4443,2100,1,The Somers Team at RE/MAX Access  (267) 987-4443,todor.dev000@gmail.com,82 days ago
"2327 E York St # 3, Philadelphia, PA, 19125",3,19125,(610) 888-0033,2100,1,The Cohen Team @ KW  (610) 888-0033,todor.dev000@gmail.com,61 days ago
"2132 E Sergeant St UNIT 1, Philadelphia, PA, 19125",2,19125,(215) 383-1439,2100,1,TCS Management LLC  (215) 383-1439,todor.dev000@gmail.com,69 days ago
"400 E Girard Ave # 4, Philadelphia, PA, 19125",2,19125,(267) 544-7368,2000,1,(267) 544-7368,todor.dev000@gmail.com,21 days ago
"459 E Girard Ave, Philadelphia, PA, 19125",2,19125,(215) 519-1639,2000,1,(215) 519-1639,todor.dev000@gmail.com,23 days ago
"1916 Spring Garden St APT 3F, Philadelphia, PA, 19130",1,19130,(215) 833-6666,1250,1,(215) 833-6666,todor.dev000@gmail.com,11 days ago
"1234 E Columbia Ave # 5, Philadelphia, PA, 19125",2,19125,(267) 544-7368,2000,1,(267) 544-7368,todor.dev000@gmail.com,59 days ago
"618 Gaul St, Philadelphia, PA, 19125",3,19125,(267) 974-1450,2000,1,Coldwell Banker Preferred  (267) 974-1450,todor.dev000@gmail.com,27 days ago
"459 E Girard Ave # 4, Philadelphia, PA, 19125",2,19125,(267) 884-5045,2000,1,1995  (267) 884-5045,todor.dev000@gmail.com,64 days ago
"706 Miller St, Philadelphia, PA, 19125",3,19125,(215) 796-0117,2000,1,(215) 796-0117,todor.dev000@gmail.com,16 days ago
"457 E Girard Ave, Philadelphia, PA, 19125",2,19125,(267) 689-8262,2000,1,(267) 689-8262,todor.dev000@gmail.com,24 days ago
"2550 Emerald St # A, Philadelphia, PA, 19125",3,19125,(856) 383-7861,2000,1,Keller Williams Philadelphia Center City  (856) 383-7861,todor.dev000@gmail.com,146 days ago
"E Berks St, Philadelphia, PA, 19125",3,19125,,2000,1,,todor.dev000@gmail.com,10 days ago
"1775 Frankford Ave APT 3, Philadelphia, PA, 19125",2,19125,(267) 346-1420,2000,1,(267) 346-1420,todor.dev000@gmail.com,10 days ago
"2658 Edgemont St, Philadelphia, PA, 19125",2,19125,(267) 797-2175,2000,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,38 days ago
"457 E Girard Ave # 4, Philadelphia, PA, 19125",2,19125,(215) 310-6888,2000,1,City Wide Realty  (215) 310-6888,todor.dev000@gmail.com,25 days ago
"2028 Sepviva St, Philadelphia, PA, 19125",3,19125,(215) 432-2553,2000,1,Coldwell Banker Preferred-Old City  (215) 432-2553,todor.dev000@gmail.com,115 days ago
"2568 Frankford Ave # C, Philadelphia, PA, 19125",3,19125,(267) 987-4443,2000,1,The Somers Team at RE/MAX Access  (267) 987-4443,todor.dev000@gmail.com,105 days ago
"512 E Girard Ave APT 305, Philadelphia, PA, 19125",2,19125,(215) 467-4100,1995,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,58 days ago
"618 E Girard Ave, Philadelphia, PA, 19125",3,19125,(215) 801-6484,1975,1,Axelrod Management  (215) 801-6484,todor.dev000@gmail.com,98 days ago
"1906 E Harold St, Philadelphia, PA, 19125",3,19125,(267) 535-0920,1950,1,PA Realtyworks  (267) 535-0920,todor.dev000@gmail.com,168 days ago
"450 E Girard Ave, Philadelphia, PA, 19125",2,19125,(267) 544-7368,1900,1,(267) 544-7368,todor.dev000@gmail.com,21 days ago
"2032-34 Frankford Ave # C2, Philadelphia, PA, 19125",2,19125,(215) 467-4100,1995,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,114 days ago
"2549 Cedar St, Philadelphia, PA, 19125",3,19125,(215) 467-4100,1925,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,47 days ago
"2163 E Hagert St, Philadelphia, PA, 19125",3,19125,(267) 279-9777,1900,1,"Ikos Holdings, Inc.  (267) 279-9777",todor.dev000@gmail.com,26 days ago
"2624 E Albert St, Philadelphia, PA, 19125",3,19125,(215) 435-1272,1900,1,(215) 435-1272,todor.dev000@gmail.com,23 days ago
"2231 Cedar St, Philadelphia, PA, 19125",3,19125,(215) 301-9306,1900,1,"Berkshire Hathaway HomeServices Fox & Roach, Realtor  (215) 301-9306",todor.dev000@gmail.com,121 days ago
